Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH,Type
1026,B08B,10/29/2016,02:30 PM,TORP-Pulis2,14422,WorldClassFC-Niziolek-BU08B,13970,Torpedoes-Petruzzi-BU08B,L
1027,B08B,10/29/2016,09:00 AM,NoVAL-Northvale,14421,WorldClassFC-Leone-BU08B,13755,NoValley-Sin-BU08B,L
1028,B08B,10/29/2016,12:15 PM,NY-CLARK-KennedyPk3,14167,Maroons-Dowling-BU08B,14610,Clarkstown-Torres-BU08A,L
1029,B08B,11/05/2016,01:30 PM,NY-WC-SmTurf6,14422,WorldClassFC-Niziolek-BU08B,14421,WorldClassFC-Leone-BU08B,L
1030,B08B,11/05/2016,12:30 PM,MAR-MapleParkEastSm,13755,NoValley-Sin-BU08B,14167,Maroons-Dowling-BU08B,L
1031,B08B,11/05/2016,12:30 PM,NY-CLARK-KennedyPk3,14173,Maroons-Grassi-BU08B,14610,Clarkstown-Torres-BU08A,L
1032,B08B,11/05/2016,02:30 PM,TORP-Pulis2,14682,Hoboken-DeCock-BU08B,13970,Torpedoes-Petruzzi-BU08B,L
1033,B08B,11/12/2016,12:00 AM,TBS (H),14610,Clarkstown-Torres-BU08A,13755,NoValley-Sin-BU08B,L
1034,B08B,11/12/2016,03:00 PM,HOB-SinatraPkNorth,14421,WorldClassFC-Leone-BU08B,14682,Hoboken-DeCock-BU08B,L
1035,B08B,11/12/2016,12:00 AM,TBS (V),14167,Maroons-Dowling-BU08B,14422,WorldClassFC-Niziolek-BU08B,L
1036,B08B,11/12/2016,12:00 AM,TBS (B),13970,Torpedoes-Petruzzi-BU08B,14173,Maroons-Grassi-BU08B,L
1037,B08B,11/19/2016,03:00 PM,HOB-SinatraPkNorth,14167,Maroons-Dowling-BU08B,14682,Hoboken-DeCock-BU08B,L
1038,B08B,11/19/2016,02:30 PM,NY-CLARK-KennedyPk3,14422,WorldClassFC-Niziolek-BU08B,14610,Clarkstown-Torres-BU08A,L
1039,B08B,11/19/2016,01:45 PM,NoVAL-Chestnut,14173,Maroons-Grassi-BU08B,13755,NoValley-Sin-BU08B,L
1040,B08B,11/19/2016,10:30 AM,NY-WC-SmTurf6,13970,Torpedoes-Petruzzi-BU08B,14421,WorldClassFC-Leone-BU08B,L
1041,B08CB,09/03/2016,12:00 AM,TBS (L),13872,Tenafly-Aldeco-BU08C,13783,Ironbound-Soares-BU08C,L
1042,B08CB,09/03/2016,12:00 AM,TBS (L),14274,MWU-Key-BU08C,13781,Vikings-Parikos-BU08C,L
1043,B08CB,09/03/2016,12:00 AM,TBS (L),14302,SCVistula-Gostynski-BU08D,13790,Verona-Maluk-BU08C,L
1044,B08CB,09/03/2016,12:00 AM,TBS (L),14174,Maroons-Cobb-BU08CB,14237,Arsenal-Schneider-BU08C,L
1045,B08CB,09/03/2016,12:00 AM,TBS (L),14373,Spartan-Hegyi-BU08CB,14546,W Orange-Diop-BU08C,L
1046,B08CB,09/10/2016,10:00 AM,SPAR-WestbrkSmall,13781,Vikings-Parikos-BU08C,14373,Spartan-Hegyi-BU08CB,L
1047,B08CB,09/10/2016,11:30 AM,TEN-MiddleSch,13790,Verona-Maluk-BU08C,13872,Tenafly-Aldeco-BU08C,L
1048,B08CB,09/10/2016,09:00 AM,NY-MW-CentralVal29,14237,Arsenal-Schneider-BU08C,14274,MWU-Key-BU08C,L
1049,B08CB,09/10/2016,12:00 AM,TBS (V),14546,W Orange-Diop-BU08C,14302,SCVistula-Gostynski-BU08D,L
1050,B08CB,09/10/2016,02:00 PM,MAR-MapleParkWestSm,13831,GlenRock-Reina-BU08CB,14174,Maroons-Cobb-BU08CB,L
1051,B08CB,09/17/2016,04:30 PM,SS-HamiltonA,14274,MWU-Key-BU08C,13831,GlenRock-Reina-BU08CB,L
1052,B08CB,09/17/2016,05:00 PM,ARS-Fieldstone3,14373,Spartan-Hegyi-BU08CB,14237,Arsenal-Schneider-BU08C,L
1053,B08CB,09/17/2016,12:15 PM,WORANGE-OConnor2,13872,Tenafly-Aldeco-BU08C,14546,W Orange-Diop-BU08C,L
1054,B08CB,09/17/2016,12:00 AM,TBS (V),13783,Ironbound-Soares-BU08C,13790,Verona-Maluk-BU08C,L
1055,B08CB,09/17/2016,09:30 AM,VIK-Ruckman,14302,SCVistula-Gostynski-BU08D,13781,Vikings-Parikos-BU08C,L
1056,B08CB,09/24/2016,03:30 PM,GARFLD-Belmont,14237,Arsenal-Schneider-BU08C,14302,SCVistula-Gostynski-BU08D,L
1057,B08CB,09/24/2016,04:30 PM,NWK-IndependencePark,14546,W Orange-Diop-BU08C,13783,Ironbound-Soares-BU08C,L
1058,B08CB,09/24/2016,10:00 AM,SPAR-WestbrkSmall,13831,GlenRock-Reina-BU08CB,14373,Spartan-Hegyi-BU08CB,L
1059,B08CB,09/24/2016,11:30 AM,TEN-MiddleSch,13781,Vikings-Parikos-BU08C,13872,Tenafly-Aldeco-BU08C,L
1060,B08CB,09/24/2016,12:00 AM,TBS (H),14174,Maroons-Cobb-BU08CB,14274,MWU-Key-BU08C,L
1061,B08CB,10/01/2016,09:00 AM,WORANGE-OConnor2,13790,Verona-Maluk-BU08C,14546,W Orange-Diop-BU08C,L
1062,B08CB,10/01/2016,04:30 PM,SS-Memorial,14302,SCVistula-Gostynski-BU08D,13831,GlenRock-Reina-BU08CB,L
1063,B08CB,10/01/2016,11:30 AM,VIK-Wakelee3,13783,Ironbound-Soares-BU08C,13781,Vikings-Parikos-BU08C,L
1064,B08CB,10/01/2016,09:00 AM,MAR-OrchardSchool,14373,Spartan-Hegyi-BU08CB,14174,Maroons-Cobb-BU08CB,L
1065,B08CB,10/01/2016,03:30 PM,ARS-Fieldstone6,13872,Tenafly-Aldeco-BU08C,14237,Arsenal-Schneider-BU08C,L
1066,B08CB,10/15/2016,05:15 PM,GARFLD-Belmont,14174,Maroons-Cobb-BU08CB,14302,SCVistula-Gostynski-BU08D,L
1067,B08CB,10/15/2016,08:30 AM,TEN-MiddleSch,13831,GlenRock-Reina-BU08CB,13872,Tenafly-Aldeco-BU08C,L
1068,B08CB,10/15/2016,06:00 PM,VERONA-Liberty,13781,Vikings-Parikos-BU08C,13790,Verona-Maluk-BU08C,L
1069,B08CB,10/15/2016,10:00 AM,SPAR-WestbrkSmall,14274,MWU-Key-BU08C,14373,Spartan-Hegyi-BU08CB,L
1070,B08CB,10/15/2016,04:30 PM,NWK-IndependencePark,14237,Arsenal-Schneider-BU08C,13783,Ironbound-Soares-BU08C,L
1071,B08CB,10/22/2016,12:30 PM,MAR-MapleParkEastSm,13872,Tenafly-Aldeco-BU08C,14174,Maroons-Cobb-BU08CB,L
1072,B08CB,10/22/2016,09:00 AM,NY-MW-CentralVal29,14302,SCVistula-Gostynski-BU08D,14274,MWU-Key-BU08C,L
1073,B08CB,10/22/2016,03:00 PM,SS-Memorial,13783,Ironbound-Soares-BU08C,13831,GlenRock-Reina-BU08CB,L
1074,B08CB,10/22/2016,04:00 PM,ARS-Fieldstone6,13790,Verona-Maluk-BU08C,14237,Arsenal-Schneider-BU08C,L
1075,B08CB,10/22/2016,11:15 AM,VIK-Ruckman,14546,W Orange-Diop-BU08C,13781,Vikings-Parikos-BU08C,L
1076,B08CB,10/29/2016,01:30 PM,VERONA-ForestAve,13831,GlenRock-Reina-BU08CB,13790,Verona-Maluk-BU08C,L
1077,B08CB,10/29/2016,04:30 PM,NWK-IndependencePark,14174,Maroons-Cobb-BU08CB,13783,Ironbound-Soares-BU08C,L
1078,B08CB,10/29/2016,05:00 PM,GARFLD-Belmont,14373,Spartan-Hegyi-BU08CB,14302,SCVistula-Gostynski-BU08D,L
1079,B08CB,10/29/2016,08:30 AM,TEN-MiddleSch,14274,MWU-Key-BU08C,13872,Tenafly-Aldeco-BU08C,L
1080,B08CB,10/29/2016,09:00 AM,WORANGE-OConnor2,14237,Arsenal-Schneider-BU08C,14546,W Orange-Diop-BU08C,L
1081,B08CB,11/05/2016,09:00 AM,NY-MW-CentralVal29,13783,Ironbound-Soares-BU08C,14274,MWU-Key-BU08C,L
1082,B08CB,11/05/2016,02:00 PM,MAR-MapleParkEastSm,13790,Verona-Maluk-BU08C,14174,Maroons-Cobb-BU08CB,L
1083,B08CB,11/05/2016,10:00 AM,SPAR-WestbrkSmall,13872,Tenafly-Aldeco-BU08C,14373,Spartan-Hegyi-BU08CB,L
1084,B08CB,11/05/2016,03:00 PM,SS-Memorial,14546,W Orange-Diop-BU08C,13831,GlenRock-Reina-BU08CB,L
1085,B08CB,11/05/2016,03:45 PM,ARS-Fieldstone3,13781,Vikings-Parikos-BU08C,14237,Arsenal-Schneider-BU08C,L
1086,B08CB,11/12/2016,12:00 AM,TBS (V),14174,Maroons-Cobb-BU08CB,14546,W Orange-Diop-BU08C,L
1087,B08CB,11/12/2016,12:00 AM,TBS (V),14373,Spartan-Hegyi-BU08CB,13783,Ironbound-Soares-BU08C,L
1088,B08CB,11/12/2016,04:30 PM,VERONA-CommunityCntr,14274,MWU-Key-BU08C,13790,Verona-Maluk-BU08C,L
1089,B08CB,11/12/2016,12:00 AM,TBS (B),13831,GlenRock-Reina-BU08CB,13781,Vikings-Parikos-BU08C,L
1090,B08CB,11/12/2016,11:30 AM,TEN-AlpineField,14302,SCVistula-Gostynski-BU08D,13872,Tenafly-Aldeco-BU08C,L
1091,B08CB,11/19/2016,02:30 PM,SS-St.Catherines,14237,Arsenal-Schneider-BU08C,13831,GlenRock-Reina-BU08CB,L
1092,B08CB,11/19/2016,09:00 AM,NY-MW-CentralVal29,14546,W Orange-Diop-BU08C,14274,MWU-Key-BU08C,L
1093,B08CB,11/19/2016,09:00 AM,MAR-OrchardSchool,13781,Vikings-Parikos-BU08C,14174,Maroons-Cobb-BU08CB,L
1094,B08CB,11/19/2016,05:15 PM,GARFLD-Belmont,13783,Ironbound-Soares-BU08C,14302,SCVistula-Gostynski-BU08D,L
1095,B08CB,11/19/2016,10:00 AM,SPAR-WestbrkSmall,13790,Verona-Maluk-BU08C,14373,Spartan-Hegyi-BU08CB,L
1096,B08CW,09/10/2016,03:00 PM,HOB-SinatraPkSouth,14212,RiverDell-Viscardi-BU08C,14683,Hoboken-Junger-BU08CW,L
1097,B08CW,09/10/2016,05:15 PM,UNIONCITY-Marti,13829,GlenRock-Mayer-BU08CW,14145,UnionCity-Espinosa-BU08CW,L
1098,B08CW,09/10/2016,02:45 PM,JC-CochraneCaven,13999,WestEssex-Demarco-BU08C,14028,JerseyCity-Tew-BU08C,L
1099,B08CW,09/17/2016,12:00 PM,SS-LowerFaberMustang,14028,JerseyCity-Tew-BU08C,13829,GlenRock-Mayer-BU08CW,L
1100,B08CW,09/17/2016,02:00 PM,WEssex-Liberty,14683,Hoboken-Junger-BU08CW,13999,WestEssex-Demarco-BU08C,L
1101,B08CW,09/17/2016,09:30 AM,RDBH-Roosevelt,14145,UnionCity-Espinosa-BU08CW,14212,RiverDell-Viscardi-BU08C,L
1102,B08CW,09/24/2016,12:00 AM,TBS (V),13999,WestEssex-Demarco-BU08C,14212,RiverDell-Viscardi-BU08C,L
1103,B08CW,09/24/2016,02:00 PM,UNIONCITY-Marti,14028,JerseyCity-Tew-BU08C,14145,UnionCity-Espinosa-BU08CW,L
1104,B08CW,09/24/2016,03:00 PM,HOB-1600,13829,GlenRock-Mayer-BU08CW,14683,Hoboken-Junger-BU08CW,L
1105,B08CW,10/01/2016,03:30 PM,WEssex-Liberty,14145,UnionCity-Espinosa-BU08CW,13999,WestEssex-Demarco-BU08C,L
1106,B08CW,10/01/2016,01:30 PM,SS-LowerFaberMustang,14212,RiverDell-Viscardi-BU08C,13829,GlenRock-Mayer-BU08CW,L
1107,B08CW,10/01/2016,02:45 PM,JC-CochraneCaven,14683,Hoboken-Junger-BU08CW,14028,JerseyCity-Tew-BU08C,L
1108,B08CW,10/15/2016,02:00 PM,UNIONCITY-Marti,14683,Hoboken-Junger-BU08CW,14145,UnionCity-Espinosa-BU08CW,L
1109,B08CW,10/15/2016,11:00 AM,RDBH-Roosevelt,14028,JerseyCity-Tew-BU08C,14212,RiverDell-Viscardi-BU08C,L
1110,B08CW,10/15/2016,02:00 PM,WEssex-Egan,13829,GlenRock-Mayer-BU08CW,13999,WestEssex-Demarco-BU08C,L
1111,B08CW,10/22/2016,01:30 PM,SS-LowerFaberMustang,14145,UnionCity-Espinosa-BU08CW,13829,GlenRock-Mayer-BU08CW,L
1112,B08CW,10/22/2016,10:00 AM,WEssex-Volunteers,14028,JerseyCity-Tew-BU08C,13999,WestEssex-Demarco-BU08C,L
1113,B08CW,10/22/2016,12:00 PM,RDBH-Roosevelt,14683,Hoboken-Junger-BU08CW,14212,RiverDell-Viscardi-BU08C,L
1114,B08CW,10/29/2016,05:00 PM,JC-CochraneCaven,13829,GlenRock-Mayer-BU08CW,14028,JerseyCity-Tew-BU08C,L
1115,B08CW,10/29/2016,03:00 PM,HOB-SinatraPkNorth,13999,WestEssex-Demarco-BU08C,14683,Hoboken-Junger-BU08CW,L
1116,B08CW,10/29/2016,02:00 PM,UNIONCITY-Marti,14212,RiverDell-Viscardi-BU08C,14145,UnionCity-Espinosa-BU08CW,L
1117,B08CW,11/05/2016,11:00 AM,WEssex-Volunteers,14212,RiverDell-Viscardi-BU08C,13999,WestEssex-Demarco-BU08C,L
1118,B08CW,11/05/2016,11:30 AM,SS-St.Catherines,14683,Hoboken-Junger-BU08CW,13829,GlenRock-Mayer-BU08CW,L
1119,B08CW,11/05/2016,02:45 PM,JC-CochraneCaven,14145,UnionCity-Espinosa-BU08CW,14028,JerseyCity-Tew-BU08C,L
1120,B08CW,11/12/2016,03:00 PM,HOB-1600,14028,JerseyCity-Tew-BU08C,14683,Hoboken-Junger-BU08CW,L
1121,B08CW,11/12/2016,12:00 AM,TBS (V),13829,GlenRock-Mayer-BU08CW,14212,RiverDell-Viscardi-BU08C,L
1122,B08CW,11/12/2016,12:00 AM,TBS (V),13999,WestEssex-Demarco-BU08C,14145,UnionCity-Espinosa-BU08CW,L
1123,B08CW,11/19/2016,03:00 PM,HOB-SinatraPkSouth,14145,UnionCity-Espinosa-BU08CW,14683,Hoboken-Junger-BU08CW,L
1124,B08CW,11/19/2016,02:45 PM,JC-CochraneCaven,14212,RiverDell-Viscardi-BU08C,14028,JerseyCity-Tew-BU08C,L
1125,B08CW,11/19/2016,11:30 AM,SS-St.Catherines,13999,WestEssex-Demarco-BU08C,13829,GlenRock-Mayer-BU08CW,L
1126,B08DB,09/10/2016,05:30 PM,CLIF-Latteri,13972,Torpedoes-Gjoca-BU08DB,14594,Broncos-Rodriguez-BU08DB,L
1127,B08DB,09/10/2016,02:00 PM,MAR-MapleParkEastSm,14459,Dragons-Stokes-BU08D,14175,Maroons-Cobb-BU08D,L
1128,B08DB,09/10/2016,10:00 AM,NUT-FatherGlotzbach2,14140,RYSA-Coppa-BU08D,14168,Nutley-Hess-BU08D,L
1129,B08DB,09/17/2016,11:00 AM,DRAG-JessieGeoSch,14168,Nutley-Hess-BU08D,14459,Dragons-Stokes-BU08D,L
1130,B08DB,09/17/2016,09:00 AM,RYSA-HighMtn,14594,Broncos-Rodriguez-BU08DB,14140,RYSA-Coppa-BU08D,L
1131,B08DB,09/17/2016,02:30 PM,TORP-Pulis2,14175,Maroons-Cobb-BU08D,13972,Torpedoes-Gjoca-BU08DB,L
1132,B08DB,09/24/2016,02:00 PM,MAR-MapleParkWestSm,14168,Nutley-Hess-BU08D,14175,Maroons-Cobb-BU08D,L
1133,B08DB,09/24/2016,04:00 PM,TORP-Pulis2,14140,RYSA-Coppa-BU08D,13972,Torpedoes-Gjoca-BU08DB,L
1134,B08DB,09/24/2016,01:00 PM,CLIF-Latteri,14459,Dragons-Stokes-BU08D,14594,Broncos-Rodriguez-BU08DB,L
1135,B08DB,10/01/2016,10:30 AM,RYSA-HighMtn,14175,Maroons-Cobb-BU08D,14140,RYSA-Coppa-BU08D,L
1136,B08DB,10/01/2016,10:00 AM,NUT-MsgnorOwenPk2,14594,Broncos-Rodriguez-BU08DB,14168,Nutley-Hess-BU08D,L
1137,B08DB,10/01/2016,01:30 PM,DRAG-JessieGeoSch,13972,Torpedoes-Gjoca-BU08DB,14459,Dragons-Stokes-BU08D,L
1138,B08DB,10/15/2016,10:30 AM,RYSA-HighMtn,14459,Dragons-Stokes-BU08D,14140,RYSA-Coppa-BU08D,L
1139,B08DB,10/15/2016,02:30 PM,TORP-Pulis2,14168,Nutley-Hess-BU08D,13972,Torpedoes-Gjoca-BU08DB,L
1140,B08DB,10/15/2016,05:00 PM,MAR-MapleParkEastSm,14594,Broncos-Rodriguez-BU08DB,14175,Maroons-Cobb-BU08D,L
1141,B08DB,10/22/2016,02:30 PM,TORP-Pulis2,14594,Broncos-Rodriguez-BU08DB,13972,Torpedoes-Gjoca-BU08DB,L
1142,B08DB,10/22/2016,12:00 PM,DRAG-JessieGeoSch,14175,Maroons-Cobb-BU08D,14459,Dragons-Stokes-BU08D,L
1143,B08DB,10/22/2016,11:30 AM,RYSA-HighMtn,14168,Nutley-Hess-BU08D,14140,RYSA-Coppa-BU08D,L
1144,B08DB,10/29/2016,09:00 AM,MAR-OrchardSchool,13972,Torpedoes-Gjoca-BU08DB,14175,Maroons-Cobb-BU08D,L
1145,B08DB,10/29/2016,11:00 AM,NUT-MsgnorOwenPk2,14459,Dragons-Stokes-BU08D,14168,Nutley-Hess-BU08D,L
1146,B08DB,10/29/2016,04:00 PM,CLIF-Latteri,14140,RYSA-Coppa-BU08D,14594,Broncos-Rodriguez-BU08DB,L
1147,B08DB,11/05/2016,12:00 PM,DRAG-JessieGeoSch,14594,Broncos-Rodriguez-BU08DB,14459,Dragons-Stokes-BU08D,L
1148,B08DB,11/05/2016,11:30 AM,RYSA-HighMtn,13972,Torpedoes-Gjoca-BU08DB,14140,RYSA-Coppa-BU08D,L
1149,B08DB,11/05/2016,12:00 PM,NUT-MsgnorOwenPk2,14175,Maroons-Cobb-BU08D,14168,Nutley-Hess-BU08D,L
1150,B08DB,11/12/2016,12:00 AM,TBS (H),14140,RYSA-Coppa-BU08D,14175,Maroons-Cobb-BU08D,L
1151,B08DB,11/12/2016,01:00 PM,CLIF-Latteri,14168,Nutley-Hess-BU08D,14594,Broncos-Rodriguez-BU08DB,L
1152,B08DB,11/12/2016,12:00 AM,TBS (H),14459,Dragons-Stokes-BU08D,13972,Torpedoes-Gjoca-BU08DB,L
1153,B08DB,11/19/2016,10:30 AM,NUT-MsgnorOwenPk2,13972,Torpedoes-Gjoca-BU08DB,14168,Nutley-Hess-BU08D,L
1154,B08DB,11/19/2016,01:00 PM,CLIF-Latteri,14175,Maroons-Cobb-BU08D,14594,Broncos-Rodriguez-BU08DB,L
1155,B08DB,11/19/2016,01:00 PM,DRAG-JessieGeoSch,14140,RYSA-Coppa-BU08D,14459,Dragons-Stokes-BU08D,L
1156,B08DW,09/10/2016,10:30 AM,FTLEE-VanFleet,13828,GlenRock-Serrano-BU08DW,14624,FtLee-Thomson-BU08D,L
1157,B08DW,09/10/2016,03:00 PM,HOB-SinatraPkNorth,14238,Arsenal-Gross-BU08D,14684,Hoboken-Kelly-BU08DW,L
1158,B08DW,09/10/2016,12:00 AM,TBS (H),13756,NoValley-Gray-BU08DW,14384,SDFC-Hunt-BU08DW,L
1159,B08DW,09/17/2016,09:00 AM,NoVAL-Northvale,14684,Hoboken-Kelly-BU08DW,13756,NoValley-Gray-BU08DW,L
1160,B08DW,09/17/2016,03:00 PM,SS-HamiltonA,14384,SDFC-Hunt-BU08DW,13828,GlenRock-Serrano-BU08DW,L
1161,B08DW,05/25/2017,03:30 PM,ARS-Fieldstone3,14624,FtLee-Thomson-BU08D,14238,Arsenal-Gross-BU08D,L
1162,B08DW,09/24/2016,11:30 AM,FTLEE-VanFleet,14384,SDFC-Hunt-BU08DW,14624,FtLee-Thomson-BU08D,L
1163,B08DW,05/25/2017,12:00 PM,ARS-Fieldstone3,13756,NoValley-Gray-BU08DW,14238,Arsenal-Gross-BU08D,L
1164,B08DW,09/24/2016,03:00 PM,HOB-SinatraPkNorth,13828,GlenRock-Serrano-BU08DW,14684,Hoboken-Kelly-BU08DW,L
1165,B08DW,10/01/2016,12:00 PM,SS-LowerFaberMustang,14238,Arsenal-Gross-BU08D,13828,GlenRock-Serrano-BU08DW,L
1166,B08DW,10/01/2016,12:15 PM,NoVAL-Chestnut,14624,FtLee-Thomson-BU08D,13756,NoValley-Gray-BU08DW,L
1167,B08DW,10/01/2016,04:00 PM,SPORTFRNDS-Turfsmall,14684,Hoboken-Kelly-BU08DW,14384,SDFC-Hunt-BU08DW,L
1168,B08DW,10/15/2016,04:00 PM,ARS-Fieldstone6,14384,SDFC-Hunt-BU08DW,14238,Arsenal-Gross-BU08D,L
1169,B08DW,10/15/2016,10:00 AM,FTLEE-VanFleet,14684,Hoboken-Kelly-BU08DW,14624,FtLee-Thomson-BU08D,L
1170,B08DW,10/15/2016,09:00 AM,NoVAL-Northvale,13828,GlenRock-Serrano-BU08DW,13756,NoValley-Gray-BU08DW,L
1171,B08DW,05/25/2017,09:00 AM,ARS-Fieldstone3,14684,Hoboken-Kelly-BU08DW,14238,Arsenal-Gross-BU08D,L
1172,B08DW,10/22/2016,12:00 PM,SS-LowerFaberMustang,14624,FtLee-Thomson-BU08D,13828,GlenRock-Serrano-BU08DW,L
1173,B08DW,10/22/2016,10:30 AM,NoVAL-Northvale,14384,SDFC-Hunt-BU08DW,13756,NoValley-Gray-BU08DW,L
1174,B08DW,10/29/2016,06:00 PM,HOB-SinatraPkSouth,13756,NoValley-Gray-BU08DW,14684,Hoboken-Kelly-BU08DW,L
1175,B08DW,10/29/2016,04:00 PM,SPORTFRNDS-Turfsmall,13828,GlenRock-Serrano-BU08DW,14384,SDFC-Hunt-BU08DW,L
1176,B08DW,10/29/2016,09:00 AM,FTLEE-VanFleet,14238,Arsenal-Gross-BU08D,14624,FtLee-Thomson-BU08D,L
1177,B08DW,11/05/2016,04:00 PM,SPORTFRNDS-Turfsmall,14624,FtLee-Thomson-BU08D,14384,SDFC-Hunt-BU08DW,L
1178,B08DW,11/05/2016,09:00 AM,NoVAL-Northvale,14238,Arsenal-Gross-BU08D,13756,NoValley-Gray-BU08DW,L
1179,B08DW,11/05/2016,10:00 AM,SS-St.Catherines,14684,Hoboken-Kelly-BU08DW,13828,GlenRock-Serrano-BU08DW,L
1180,B08DW,05/25/2017,02:00 PM,ARS-MemorialParkRdg,13828,GlenRock-Serrano-BU08DW,14238,Arsenal-Gross-BU08D,L
1181,B08DW,11/12/2016,03:00 PM,HOB-SinatraPkSouth,14384,SDFC-Hunt-BU08DW,14684,Hoboken-Kelly-BU08DW,L
1182,B08DW,11/12/2016,12:00 AM,TBS (V),13756,NoValley-Gray-BU08DW,14624,FtLee-Thomson-BU08D,L
1183,B08DW,11/19/2016,10:00 AM,SS-St.Catherines,13756,NoValley-Gray-BU08DW,13828,GlenRock-Serrano-BU08DW,L
1184,B08DW,11/19/2016,03:00 PM,HOB-1600,14624,FtLee-Thomson-BU08D,14684,Hoboken-Kelly-BU08DW,L
1185,B08DW,11/19/2016,05:30 PM,SPORTFRNDS-Turfsmall,14238,Arsenal-Gross-BU08D,14384,SDFC-Hunt-BU08DW,L
1186,B08E,09/10/2016,12:00 AM,TBS (H),14617,Elmwood Pk-Scolaro-BU08E,14486,CougarUtd-Diamond-BU08E,L
1187,B08E,09/10/2016,12:00 AM,TBS (V),14680,Leonia-LaBianco-BU08E,13791,Verona-Randazzo-BU08E,L
1188,B08E,09/10/2016,03:00 PM,VERONA-Freedom2,14121,Mahwah-DosSantos-BU08E,13792,Verona-Burke-BU08E,L
1189,B08E,09/10/2016,12:00 AM,TBS (H),13973,Torpedoes-Castro-BU08E,14633,WOrange-Bashkoff-BU08E,L
1190,B08E,09/10/2016,12:00 AM,TBS (V),14033,Bayonnne-Munoz-BU08E,14420,DenofLions-Abrantes-BU08E,L
1191,B08E,09/17/2016,04:00 PM,TORP-Pulis2,13792,Verona-Burke-BU08E,13973,Torpedoes-Castro-BU08E,L
