Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
100993,B08E,9/25/2010,12:00 AM,F1,2542,RDell-Schwake,3061,Bell-Lasso
100994,B08E,9/25/2010,12:00 AM,F1,3156,Spar-Hegyi,3111,CougUt-Spina
100995,B08E,9/25/2010,12:00 AM,F1,3045,SPF-Petrone,3115,DenLi-Resende
100996,B08E,10/2/2010,12:00 AM,F1,3111,CougUt-Spina,2540,RDell-Maron
100997,B08E,10/2/2010,12:00 AM,F1,2834,WayneSC-Kovacs,2542,RDell-Schwake
100998,B08E,10/2/2010,12:00 AM,F1,3045,SPF-Petrone,3061,Bell-Lasso
100999,B08E,10/2/2010,12:00 AM,F1,2852,Mar-Wamsley,3153,Hob-Pellegrini
101000,B08E,10/2/2010,12:00 AM,F1,3115,DenLi-Resende,3156,Spar-Hegyi
101001,B08E,10/16/2010,12:00 AM,F1,3156,Spar-Hegyi,2542,RDell-Schwake
101002,B08E,10/16/2010,12:00 AM,F1,3045,SPF-Petrone,2834,WayneSC-Kovacs
101003,B08E,10/16/2010,12:00 AM,F1,2540,RDell-Maron,3061,Bell-Lasso
101004,B08E,10/16/2010,12:00 AM,F1,2852,Mar-Wamsley,3111,CougUt-Spina
101005,B08E,10/16/2010,12:00 AM,F1,3153,Hob-Pellegrini,3115,DenLi-Resende
101006,B08E,10/23/2010,12:00 AM,F1,2852,Mar-Wamsley,2542,RDell-Schwake
101007,B08E,10/23/2010,12:00 AM,F1,3153,Hob-Pellegrini,3045,SPF-Petrone
101008,B08E,10/23/2010,12:00 AM,F1,3111,CougUt-Spina,3061,Bell-Lasso
101009,B08E,10/23/2010,12:00 AM,F1,2834,WayneSC-Kovacs,3115,DenLi-Resende
101010,B08E,10/23/2010,12:00 AM,F1,2540,RDell-Maron,3156,Spar-Hegyi
101011,B08E,10/30/2010,12:00 AM,F1,3115,DenLi-Resende,2540,RDell-Maron
101012,B08E,10/30/2010,12:00 AM,F1,2852,Mar-Wamsley,2834,WayneSC-Kovacs
101013,B08E,10/30/2010,12:00 AM,F1,2542,RDell-Schwake,3045,SPF-Petrone
101014,B08E,10/30/2010,12:00 AM,F1,3111,CougUt-Spina,3153,Hob-Pellegrini
101015,B08E,10/30/2010,12:00 AM,F1,3061,Bell-Lasso,3156,Spar-Hegyi
101016,B08E,11/6/2010,12:00 AM,TBS(H),3061,Bell-Lasso,2852,Mar-Wamsley
101017,B08E,11/6/2010,12:00 AM,F1,2540,RDell-Maron,3045,SPF-Petrone
101018,B08E,11/6/2010,12:00 AM,F1,3115,DenLi-Resende,3111,CougUt-Spina
101019,B08E,11/6/2010,12:00 AM,F1,2542,RDell-Schwake,3153,Hob-Pellegrini
101020,B08E,11/6/2010,12:00 AM,F1,2834,WayneSC-Kovacs,3156,Spar-Hegyi
101021,B08E,11/13/2010,12:00 AM,F1,3153,Hob-Pellegrini,2540,RDell-Maron
101022,B08E,11/13/2010,12:00 AM,F1,3115,DenLi-Resende,2542,RDell-Schwake
101023,B08E,11/13/2010,12:00 AM,F1,3061,Bell-Lasso,2834,WayneSC-Kovacs
101024,B08E,11/13/2010,12:00 AM,F1,3156,Spar-Hegyi,2852,Mar-Wamsley
101025,B08E,11/13/2010,12:00 AM,F1,3111,CougUt-Spina,3045,SPF-Petrone
101026,B08E,11/20/2010,12:00 AM,F1,2834,WayneSC-Kovacs,2540,RDell-Maron
101027,B08E,11/20/2010,12:00 AM,F1,3111,CougUt-Spina,2542,RDell-Schwake
101028,B08E,11/20/2010,12:00 AM,F1,2852,Mar-Wamsley,3045,SPF-Petrone
101029,B08E,11/20/2010,12:00 AM,F1,3115,DenLi-Resende,3061,Bell-Lasso
101030,B08E,11/20/2010,12:00 AM,F1,3156,Spar-Hegyi,3153,Hob-Pellegrini
101031,B09A,9/11/2010,12:00 AM,F1,2957,GRock-Gonz,2797,Hotspur-Illes
101032,B09A,9/11/2010,12:00 AM,F1,2506,RDell-Breslin,2831,Mar-Henni
101033,B09A,9/11/2010,12:00 AM,F1,2741,Ft.Lee-Guacci,2956,GRock-Daly
101034,B09A,9/11/2010,12:00 AM,F1,2759,Iron-RNeves,3116,NoVal-Hliboki
